"","title","lyrics_link","lyrics"
"14","happier","https://www.musixmatch.com/lyrics/Olivia-Rodrigo/happier","We broke up a month ago
Your friends aren't mine, you know, I know
You've moved on, found someone newOne more girl who brings out the better in you
And I thought my heart was attached
For all the sunlight of our past
But she's so sweet, she's so pretty
Does she mean you forgot about me?

Oh, I hope you're happy, but not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great but don't find no one better
I hope you're happy, but don't be happier

And do you tell her she's the most beautiful girl you've ever seen?
An eternal love bullshit you know you'll never mean
Remember when I believed you meant it when you said it first to me?
And now I'm pickin' her apart
Like cuttin' her down make you miss my wretched heart
But she's beautiful, she looks kind, she probably gives you butterflies

I hope you're happy, but not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great but don't find no one better
I hope you're happy, I wish you all the best, really
Say you love her, baby, just not like you loved me
And think of me fondly when your hands are on her
I hope you're happy, but don't be happier

Ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh, ooh-ooh-ooh

I hope you're happy, just not like how you were with me
I'm selfish, I know, can't let you go
So find someone great, don't find no one better
I hope you're happy, but don't be happier"
"15","Astronaut In The Ocean","https://www.musixmatch.com/lyrics/Masked-Wolf/Astronaut-In-The-Ocean","Astro-naut

What you know about rollin' down in the deep?When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

She say that I'm cool (damn straight)
I'm like, ""Yeah, that's true"" (that's true)
I believe in G-O-D (ayy)
Don't believe in T-H-O-T
She keep playing me dumb (play me)
I'ma play her for fun (uh-huh)
Y'all don't really know my mental
Lemme give you the picture like stencil

Falling out, in a drought
No flow, rain wasn't pouring down (pouring down)
See, that pain was all around
See, my mode was kinda lounged
Didn't know which-which way to turn
Flow was cool but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (ayy)

Let's just get this straight for a second, I'ma work
Even if I don't get paid for progression, I'ma get it (get it)
Everything that I do is electric
I'ma keep it in a motion
Keep it moving like kinetic, ayy (yeah, yeah, yeah, yeah)

Put this shit in a frame, better know I don't blame
Everything that I say, man I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, li-li-li-li-like
Both hands together, God, let me pray (now let me pray)
Uh, I've been going right, right around, call that relay (Masked Wolf)

Pass the baton, back and I'm on
Swimming in the pool, Kendrick Lamar, uh
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine
They say that I'm so fine
You could never match my grind
Please do not, not waste my time

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean"
"16","ZITTI E BUONI","https://www.musixmatch.com/lyrics/M%C3%A5neskin-1/ZITTI-E-BUONI","Loro non sanno di che parlo
Voi siete sporchi, fra', di fango
Giallo di siga fra le ditaIo con la siga camminando
Scusami, ma ci credo tanto
Che posso fare questo salto
E anche se la strada è in salita
Per questo ora mi sto allenando

E buonasera, signore e signori, fuori gli attori
Vi conviene toccarvi i coglioni
Vi conviene stare zitti e buoni
Qui la gente è strana, tipo spacciatori
Troppe notti stavo chiuso fuori
Mo' li prendo a calci 'sti portoni
Sguardo in alto tipo scalatori
Quindi scusa mamma se sto sempre fuori, ma

Sono fuori di testa, ma diverso da loro
E tu sei fuori di testa, ma diversa da loro
Siamo fuori di testa, ma diversi da loro
Siamo fuori di testa, ma diversi da loro

Io ho scritto pagine e pagine, ho visto sale poi lacrime
Questi uomini in macchina e non scalare le rapide
C'è scritto sopra una lapide, in casa mia non c'è Dio
Ma se trovi il senso del tempo risalirai dal tuo oblio
E non c'è vento che fermi la naturale potenza
Dal punto giusto di vista, del vento senti l'ebrezza
Con ali in cera alla schiena ricercherò quell'altezza
Se vuoi fermarmi ritenta, prova a tagliarmi la testa perché

Sono fuori di testa, ma diverso da loro
E tu sei fuori di testa, ma diversa da loro
Siamo fuori di testa, ma diversi da loro
Siamo fuori di testa, ma diversi da loro

Parla, la gente purtroppo parla
Non sa di che cosa parla
Tu portami dove sto a galla
Che qui mi manca l'aria
Parla, la gente purtroppo parla
Non sa di che cosa parla
Tu portami dove sto a galla
Che qui mi manca l'aria
Parla, la gente purtroppo parla
Non sa di che cazzo parla
Tu portami dove sto a galla
Che qui mi manca l'aria

Ma sono fuori di testa, ma diverso da loro
E tu sei fuori di testa, ma diversa da loro
Siamo fuori di testa, ma diversi da loro
Siamo fuori di testa, ma diversi da loro

Noi siamo diversi da loro"
"17","Leave The Door Open","https://www.musixmatch.com/lyrics/Bruno-Mars-Anderson-Paak-Silk-Sonic/Leave-The-Door-Open","Said baby, said baby, said baby

What you doing? (What you doing?)Where you at? (Where you at?)
Oh, you got plans? (You got plans?)
Don't say that (shut your trap)
I'm sipping wine (sip, sip) in a robe (drip, drip)
I look too good (look too good) to be alone (woo-woo)
My house clean (house clean), my pool warm (pool warm)
Just shaved (smooth like a newborn)
We should be dancing, romancing
In the east wing and the west wing
Of this mansion, what's happening?

I ain't playing no games
Every word that I say is coming straight from the heart
So if you tryna lay in these arms

I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open hoping)
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're coming through)

Ooh, you're so sweet (so sweet), so tight (so tight)
I won't bite (ah-ah), unless you like (unless you like)
If you smoke (what you smoke?) I got the haze (Purple Haze)
And if you're hungry, girl, I got filets (woo-woo)
Ooh, baby, don't keep me (waiting)
There's so much love we could be making (shamone)
I'm talking kissing, cuddling
Rose petals in the bathtub
Girl, let's jump in, it's bubbling

I ain't playing no games
Every word that I say is coming straight from the heart
So (if you) if you (tryna) tryna lay in these arms

I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open hoping)
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're coming through) Come on, girl

La-la-la, la-la-la-la (I need you, baby)
La-la-la, la-la-la-la (I gotta see you, baby)
La-la-la, la-la-la-la (girl, I'm tryna give you this)
Ah-ah-ah-ah, ah-ah

Hey-hey, I'ma leave my door open, baby (I'ma leave the door open)
I'ma leave, I'ma leave my door open, girl
(I'ma leave the door open, hoping) And I'm hoping, hoping
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're coming through) Woo!
La-la-la, la-la-la-la (tell me)
(Tell me that you're coming through)

Woo-woo-woo-woo, woo-woo-woo, woo-woo-woo
Woo-woo-woo-woo, woo-woo-woo, woo-woo
La-la-la, la-la-la-la (la-la-la, la-la)
(Tell me that you're coming through)
Girl, I'm here just waiting for you (oh!)
Come on over, I'll adore you (I gotta know!)
La-la-la, la-la-la-la (I'm waiting, waiting, waiting)
(Tell me that you're coming through) For you
Girl, I'm here just waiting for you
Come on over, I'll adore you
La-la-la, la-la-la-la (la-la, la-la)"
"18","Fiel","https://www.musixmatch.com/lyrics/Los-Legendarios-Wisin-Jhay-Cortez/Fiel","¿Me sigue′ o no me sigue' todavía?
El Químico
Jhayco, Jhay Corte′
Doble U
Directamente desde La Base
Jhay Cortez

El tiempo volando se va (Se va)
Hoy te tengo, pero quizá mañana te vas (Yo necesito verte)
¿A qué estamo' jugando? Si ya
Los do' caímos, aquí no hay vuelta atrás (Escucha bien)

Nadie lo hace como tú lo sabe′ hacer (Yeah)
Ese cuerpito no e′ mío, pero yo le soy fiel
Si tú no quiere' salir, yo no quiero beber
Pero cuando te dé hambre no′ podemo' comer (Mister doble U)

Nadie lo hace como tú lo sabe′ hacer (Woh-oh-oh-oh)
Ese cuerpito no e' mío, pero yo le soy fiel (Tra)
Si tú no quiere′ salir, yo no quiero beber (Todo lo que uste' diga)
Pero cuando te dé hambre no' podemo′ comer (La Presión)

Tú ′tás dura sin ir al gym, taco' Louboutin (¡Sí!)
Maquillaje de Sephora, pantie′ de Supreme (Supreme)
Tu celular y tu corazón tienen PIN
Por nadie llora, a to'a la′ relacione' pone fin

¿Cómo se siente, cómo se siente? (Siente)
Baby, del uno al die′, yo te doy un veinte (Veinte)
Contigo nadie gana por má' que comenten (No)
Hoy e' noche de sexo, llamé pa′ verte (Jhay Cortez)

En la jeepeta arrebata′o, tú me tiene engabeta'o (Wow)
Siempre con gana′ 'e darte, no importa cuánto te he da′o (¿Me sigue'?)
A ti nadie te deja, tú todo′ lo' ha' deja′o
En la cama tengo gana′ 'e bailarte como Rauw

Tu recuerdo me persigue (-sigue)
Poca′ como tú, baby, hoy se consiguen (-siguen)
Tú te porta' mal pa′ que Dio' te castigue
Le digo: ""La presión"" y me dice: ""¿Me sigue′?"", sí

Como doble, dale paleta (Paleta)
Obliga'o en la uni era atleta (Obliga'o)
To′a la′ suela', lo′ taco' son rojo′ (Rojo')
TBT, cuando lo hicimo′ en el jetta (Tra, tra, ta)

Vete pa'l mall y explótame la tarjeta (La Presión)
To'a mis cancione′ la′ interpreta (¿Me sigue'?)
Avísame cuando llegue′ a la caseta
Que mucha' quieren que yo se lo- (Shh; Los Legendarios)

Nadie lo hace como tú lo sabe′ hacer
Ese cuerpito no e' mío, pero yo le soy fiel
Si tú no quiere′ salir, yo no quiero beber
Pero cuando te dé hambre no' podemo' comer (Señoritas, desde La Base)

No me olvido de cómo te hacía mía (Mía)
Baby, no olvido verte cómo tú gemías
Pensando en tu piel (En tu piel)
Una y otra vez (Otra ve′)
Tenerte en mi cama sería un placer (Do-Do-Doble U)

Baby, sin miedo, dale pégate (Yeah) y mátame
Rózame (Eh)
A mí me mata cuando me dices ""bebé"" (Tra, tra)
Como to′ los viernes, dale, enciéndeme (Tra)
Sin decirme nada, mami, tócate (¡Prende!)

Siempre que llega (Llega), todo' se pegan (Pegan)
Pero llama a doble U porque conmigo es que despega (Woh, woh, woh, woh)
Tú solo pide y te llega la entrega (Okay)
Okay, mañana nos vamos a Las Vegas (W)

¿Cómo se siente, cómo se siente?
Baby, del uno al die′, yo te doy un veinte
Contigo nadie gana por má' que comenten
Hoy e′ noche de sexo, llamé pa' verte, eh

El tiempo volando se va (Se va)
Hoy te tengo, pero quizá mañana te vas (Yo te tengo que ver hoy)
¿A qué estamo′ jugando? Si ya
Los do' caímos, aquí no hay vuelta atrás (Dímelo, Jhayco)

Nadie lo hace como tú lo sabe' hacer
Ese cuerpito no e′ mío, pero yo le soy fiel
Si tú no quiere′ salir, yo no quiero beber
Pero cuando te dé hambre no' podemo′ comer

Damas y caballeros, desde La Base
Señoritas, Doble U
Jhay Cortez
Haze
Los Legendarios
Hyde ""El Químico""
El soporte del movimiento urbano
Ustede' saben ya"
"19","Pareja Del Año","https://www.musixmatch.com/lyrics/Sebastian-Yatra-Myke-Towers/Pareja-Del-A%C3%B1o","Woh-oh (Yeah)
Woh-oh (Myke Towers)
Mmm-mmm (Yatra, Yatra)Qué tan loco sería
Si yo fuera el dueño de tu corazón por solo un día
Si nos gana la alegría, yo por fin te besaría
¿Qué pasaría?
Podría ser entre él y yo, ¿quién ganaría?

Mi condición; enamorado locamente de una chica que hoy extraño
Y el no tenerte me hace daño
Seríamo' la pareja del año
Cuánto te extraño
Sin condición
Me enamoré, precisamente, de una chica que no es mía
Y mis amigos lo sabían
Y a mí todo el mundo me decía que pasaría, me dejarías

Si me dieran solo 24 hora', yo la' aprovecho
Jura'o que yo voy a hacerte cosa' que nunca te han hecho
Ya yo me cansé de ser amigo' con derecho'
Yo tal ve' no te merezco, pero no hay ni que decirlo

Si no' juntamo' seríamo' la pareja del siglo
Con ella acapella me da con introducirlo
Navaja doble filo
Cortamo' y lo' video' me dio con reproducirlo'

Me lo decían, yo los ignoraba
Simplemente, todo ahora quedó en la nada
Se lo hacía y a los ojo' la miraba
Yo nunca creía que el amor cegaba

Mi condición; enamorado locamente de una chica que hoy extraño
Y no tenerte me hace daño
Seríamo' la pareja del año
Cuánto te extraño
Sin condición
Me enamoré, precisamente, de una chica que no es mía
Y mis amigos lo sabían
Y a mí todo el mundo me decía que pasaría, me dejarías

Asumí mi depresión de ver una foto tuya
Y verte en la televisión puede ser que me destruya la mente
Detente, como dice la canción
Que no meten preso a nadie por robarse un corazón

Sufriendo, llorando de pena
Que no vea mi llanto, no vale la pena
Yo no tengo alas, pero tú sí vuelas
Te vuelves la mala de nuestra novela

Me tienes sufriendo, llorando de pena
Que no vea mi llanto no vale la pena
Yo no tengo alas, pero tú sí vuelas
Me quitas la pista y me quedo acapella

Mi condición; enamorado locamente de una chica que hoy extraño
Y el no tenerte me hace daño
Seríamo' la pareja del año
Cuánto te extraño
Sin condición
Me enamoré, precisamente, de una chica que no es mía
Y mis amigos lo sabían
Y a mí todo el mundo me decía que pasaría, me dejarías

Yo tenía otra melodía
De lo que resultaría
Maldita monotonía
¿Fue culpa tuya o fue culpa mía? (seríamo' la pareja del año)
Yo aprendí a vivir con celos (con celos)
Tú aprendiste a no ser mía (no-oh)
Solo queda ser sincero
Yo te quiero todavía"
"20","enough for you","https://www.musixmatch.com/lyrics/Olivia-Rodrigo/enough-for-you","I wore makeup when we dated
'Cause I thought you'd like me more
If I looked like the other prom queensI know that you loved before
Tried so hard to be everything that you liked
Just for you to say you're not the compliment type

And I knew how you took your coffee
And your favorite songs by heart
I read all of your self-help books
So you'd think that I was smart
Stupid, emotional, obsessive little me
I knew from the start this is exactly how you'd leave

You found someone more exciting
The next second, you were gone
And you left me there cryin', wonderin' what I did wrong
And you always say I'm never satisfied
But I don't think that's true
'Cause all I ever wanted was to be enough for you
And all I ever wanted was to be enough for you

And maybe I'm just not as interesting
As the girls you had before
But God, you couldn't have cared less
About someone who loved you more
I'd say you broke my heart
But you broke much more than that
Now I don't want your sympathy
I just want myself back

Before you found someone more exciting
The next second, you were gone
And you left me there cryin', wonderin' what I did wrong
And you always say I'm never satisfied
But I don't think that's true
'Cause all I ever wanted was to be enough

Don't you think I loved you too much to be used and discarded?
Don't you think I loved you too much to think I deserve nothing?
But don't tell me you're sorry, boy
Feel sorry for yourself
'Cause someday I'll be everything to somebody else
And they'll think that I am so exciting
And you'll be the one who's crying

Yeah, you always say I'm never satisfied
But I don't think that's true
You say I'm never satisfied
But that's not me, it's you
'Cause all I ever wanted was to be enough
But I don't think anything could ever be enough
For you, enough for you, oh-oh
No, nothing's enough for you"
"21","Build a Bitch","https://www.musixmatch.com/lyrics/Bella-Poarch/Build-a-Bitch","This ain't build a bitch (a bitch)
You don't get to pick and choose
Different ass and bigger boobsIf my eyes are brown or blue

This ain't build a bitch (a bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (yeah)

Bob the Builder broke my heart
Told me I need fixing
Said that I'm just nuts and bolts
Lot of parts were missing

Curvy like a cursive font
Virgin and a vixen
That's the kind of girl he wants
But he forgot

This ain't build a bitch (a bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue

This ain't build a bitch (a bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (one, two, three, ooh)

La, la, la, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la, la, la

The boys are always playing dolls
Looking for their Barbie
They don't look like Ken at all
Hardly have a heartbeat

Need someone who falls apart
So he can play Prince Charming
If that's the kind of girl he wants
Then he forgot

This ain't build a bitch (a bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue

This ain't build a bitch (a bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (one, two, three)

La, la, la, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la, la, la, la, la, la, la"
"22","RAPSTAR","https://www.musixmatch.com/lyrics/Polo-G-2/RAPSTAR","Shout out my nigga Synco
(Tuned up) UhCopped a BMW
New deposit, I picked up another bag like, ""Fuck it, I'ma count while I'm in it""
I hear planes flying, crowds screaming, money counters, chains clanging
Shit, I guess that's how it sound when you winning
I ain't joking, do it sound like I'm kidding?
I've been making like 2000 a minute
So high up through the clouds, I was swimming
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

Uh, I won't love a hoe, after we fuck, she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winning, clearly
I'm the chosen one, seen my potential, so they fear me
Lately, I've been praying, God, I wonder, can you hear me?
Thinking 'bout the old me, I swear I miss you dearly

Stay down 'til you come up, I've been sticking to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been getting high to hide behind my insecurities
Taking different pills but I know it ain't gon'...

Uh, copped a BMW
New deposit, I picked up another bag like, ""Fuck it, I'ma count while I'm in it""
I hear planes flying, crowds screaming, money counters, chains clanging
Shit, I guess that's how it sound when you winning
I ain't joking, do it sound like I'm kidding?
I've been making like 2000 a minute
So high up through the clouds, I was swimming
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (uh-uh)
And we might have a child when I'm finished

They say I'm 'Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Weren't put in them streets first
White tees turned burgundy t-shirts
Looking for some' real, he stuck in a deep search

Anxiety killing me, I just want to leave Earth
When they ask if I'm okay, it just make everything seem worse
Tryna explain your feelings sound like something you rehearsed
Stabbed me in my back with a clean smirk

Looking so deep into your eyes, I can read your thoughts, uh
Shut the fuck-, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar, for every battle I fought

Uh, copped a BMW
New deposit, I picked up another bag like, ""Fuck it, I'ma count while I'm in it""
I hear planes flying, crowds screaming, money counters, chains clanging
Shit, I guess that's how it sound when you winning
I ain't joking, do it sound like I'm kidding?
I've been making like 2000 a minute
So high up through the clouds, I was swimming
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

When I'm finished, when I'm finished"
"23","I WANNA BE YOUR SLAVE","https://www.musixmatch.com/lyrics/M%C3%A5neskin-1/I-WANNA-BE-YOUR-SLAVE","I wanna be your slave
I wanna be your master
I wanna make your heartbeatRun like rollercoasters
I wanna be a good boy
I wanna be a gangster
'Cause you could be the beauty
And I could be the monster

I love you since this morning
Not just for aesthetic
I wanna touch your body
So fucking electric
I know you scared of me
You say that I'm too eccentric
I'm crying all my tears
And that's fucking pathetic

I wanna make you hungry
Then I wanna feed ya
I wanna paint your face
Like you're my Mona Lisa
I wanna be a champion
I wanna be a loser
I'll even bе a clown
'Cause I just wanna amuse ya

I wanna be your sеx toy
I wanna be your teacher
I wanna be your sin
I wanna be a preacher
I wanna make you love me
Then I wanna leave ya
'Cause, baby, I'm your David
And you're my Goliath

Uh-huh
Hmm, uh-huh

Because I'm the devil
Who's searching for redemption
And I'm a lawyer
Who's searching for redemption
And I'm a killer
Who's searching for redemption
I'm a motherfucking monster
Who's searching for redemption

And I'm a bad guy
Who's searching for redemption
And I'm a blonde girl
Who's searching for redemption
And I'm a freak that
Is searching for redemption
I'm a motherfucking monster
Who's searching for redemption

I wanna be your slave
I wanna be your master
I wanna make your heart beat
Run like rollercoasters
I wanna be a good boy
I wanna be a gangster
'Cause you can be the beauty
And I could be the monster

I wanna make you quite
I wanna make you nervous
I wanna set you free
But I'm too fucking jealous
I wanna pull your strings
Like you're my telecaster
And if you want to use me I could be your puppet

'Cause I'm the devil
Who's searching for redemption
And I'm a lawyer
Who's searching for redemption
And I'm a killer
Who's searching for redemption
I'm a motherfucking monster
Who's searching for redemption

I wanna be your slave
I wanna be your master"
"24","jealousy, jealousy","https://www.musixmatch.com/lyrics/Olivia-Rodrigo/jealousy-jealousy","I kinda wanna throw my phone across the room
'Cause all I see are girls too good to be true
With paper-white teeth and perfect bodiesWish I didn't care

I know that beauty is not my lack
But it feels like that weight is on my back
And I can't let it go

Co-comparison is killin' me slowly
I think, I think too much
'Bout kids who don't know me
I'm so sick of myself
I'd rather be, rather be
Anyone, anyone else
But jealousy, jealousy
Started followin' me (he-he-he, he-he)
Started followin' me (he-he-he, he-he)

And I see everyone gettin' all the things I want
And I'm happy for them, but then again, I'm not
Just cool vintage clothes and vacation photos
I can't stand it, oh, God, I sound crazy

Their win is not my loss
I know it's true
But I can't help gettin' caught up in it all

Co-comparison is killin' me slowly
I think, I think too much
'Bout kids who don't know me
I'm so sick of myself
I'd rather be, rather be
Anyone, anyone else
But jealousy, jealousy (yeah)

All your friends are so cool, you go out every night
In your daddy's nice car, yeah, you're livin' the life
Got a pretty face, pretty boyfriend, too
I wanna be you so bad, and I don't even know you
All I see is what I should be
Happier, prettier, jealousy, jealousy
All I see is what I should be
I'm losin' it, all I get's, jealousy, jealousy

Co-comparison is killin' me slowly
I think, I think too much
'Bout kids who don't know me
And I'm so sick of myself
I'd rather be, rather be (oh, oh)
Anyone, anyone else (anybody else)
Jealousy, jealousy
Oh, I'm so sick of myself
I'd rather be, rather be (oh-oh-oh)
Anyone, anyone else
Jealousy, jealousy
Started followin' me"
"25","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","https://www.musixmatch.com/lyrics/Riton/Friday-Mufasa-Hypeman-Dopamine-Re-Edit","Mufasa
Hmm?
You know we finally here, right?Where are we?
It's Friday then
Then Saturday, Sunday, what?
It's Friday again
Then Saturday, Sunday, what?
It's Friday again
Then Saturday, Sunday, what?

It's Friday again
It's Saturday, Sunday, what?
It's Friday again... (what)

I thought the hands of time would change me
And I'd be over this by now, yeah
It's been too long since we got crazy
I'm lowkey spinnin' out

I'm countin' down 'til Friday come
I'm gonna, I'ma gonna do too much
Know I'm all in my bag, that's clutch
Feelin' it, feelin' it, feelin' it
Every Friday, Saturday, Sunday
Endless weekend, on a wave, yeah

It's Friday again
It's Saturday, Sunday, what?
It's Friday again
It's Saturday, Sunday, what? (We want that weekend)
It's Friday again
It's Saturday, Sunday, what? (We want that weekend)
It's Friday again
It's Saturday, Sunday, what?

Their lives again
Their lives, to pull us
Their lives again

This can't be bad for me 'cause I want more
Wanna feel the bass vibrating through the floor
So keep it playing, I'm on a wave
And I'ma ride it all the way
When it comes like

We want that weekend (again, -gain, again, -gain, -gain)
Weekend (again, -gain, again, -gain, -gain)
We want that weekend (again, -gain, again, -gain, -gain)
Weekend (again, -gain, again, -gain, -gain)
Hey (we want that weekend)

It's Friday again
It's Saturday, Sunday, what?
It's Friday again
It's Saturday, Sunday, what? (We want that weekend)
It's Friday again
It's Saturday, Sunday, what?
It's Friday again

Every Friday, Saturday, Sunday
Endless weekend on a wave
Every Friday, Saturday, Sunday
Endless weekend on a wave
Every Friday, Saturday, Sunday
Endless weekend on a wave
Every Friday, Saturday, Sunday
Endless weekend on a wave, yeah
(We want that weekend)

It's Friday again
It's Saturday, Sunday, what?
It's Friday again
It's Saturday, Sunday, what? (We want that weekend)
It's Friday again
It's Saturday, Sunday, what?
It's Friday again, -gain, -gain, -gain

It's Friday then
It's Saturday, Sunday, what?"
