"","title","lyrics_link","lyrics"
"26","1 step forward, 3 steps back","https://www.musixmatch.com/lyrics/Olivia-Rodrigo/1-step-forward-3-steps-back","Called you on the phone today
Just to ask you how you are
All I did was speak normallySomehow, I still struck a nerve
You got me fucked up in the head, boy
Never doubted myself so much
Like, am I pretty? Am I fun, boy?
I hate that I give you power over that kind of stuff

'Cause it's always one step forward and three steps back
I'm the love of your life until I make you mad
It's always one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand
No, I don't understand

And maybe, in some masochistic way
I kinda find it all excitin'
Like, which lover will I get today?
Will you walk me to the door or send me home crying?

It's one step forward and three steps back
I'm the love of your life until I make you mad
It's always one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand

No, it's back and forth, did I say something wrong?
It's back and forth, going over everything I said
It's back and forth, did I do something wrong?
It's back and forth, maybe this is all your fault instead

It's one step forward and three steps back
And I'd leave you, but the roller-coaster's all I've ever had
Yeah, it's one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand
No, I don't understand"
"27","Blinding Lights","https://www.musixmatch.com/lyrics/The-Weeknd-3/Blinding-Lights","Yeah

I've been tryin' to call
I've been on my own for long enough
Maybe you can show me how to love, maybe

I'm going through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (oh)
No one's around to judge me (oh)
I can't see clearly when you're gone

And I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
(Hey, hey, hey)

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (oh)
No one's around to judge me (oh)
I can't see clearly when you're gone

And I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust

I'm just walking by to let you know (by to let you know)
I could never say it on the phone (say it on the phone)
Will never let you go this time (ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
(Hey, hey, hey)

(Hey, hey, hey)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch"
"28","AM","https://www.musixmatch.com/lyrics/Nio-Garcia-Flow-La-Movie/AM","Nio
Tú ere' la número uno y como tú, no hay dos (Ah-ah)
Con la cama, somos tre', ¿por qué no no' comemo'? (Ah)Estoy loco de ponerte en cuatro (Ah)
Pero a ti sin cojone', aunque nos queremo'

Me llama' a las seis pa' fumarte otra de haze
Son siete lo' pecado' que te quiero cometer
Chingamo' en la V8, ni llegamo' al motel
Comenzamo' a la nueve' y terminamo' a la' die'

AM
Cuando la toco, ella de na' se viene
Estoy pa' darte lo que tú mе ordene'
Solo me busca' cuando tе conviene, ey (Ah)
AM
Cuando la toco, ella de na' se viene
Estoy pa' darte lo que tú me ordene'
Solo me busca' cuando te conviene, ey

Tú ere' la número uno y como tú, no hay dos (Ah-ah)
Con la cama, somos tre', ¿por qué no no' comemo'?
Estoy loco de ponerte en cuatro (Eh, eh)
Pero a ti sin cojone', aunque nos queremo'

Y ya tú me conoce', a tresciento' por la Montse
Me da' la verde y llego ante' de la' once
Salimo' 'e Carolina, terminamo' por Ponce
Si tú me quiere' ver, ¿por qué me pichea', entonce'?
Déjate ver
Pa' terminar lo que no hicimo' ayer
El tiempo e' corto y no lo vo'a perder
Yo quiero volver a probar tu piel ante' que sean la' doce

A.m.
Cuando la toco, ella de na' se viene
Estoy pa' darte lo que tú me ordene'
Solo me busca' cuando te conviene, ey (Ey)
A.m.
Cuando la toco, ella de na' se viene
Estoy pa' darte lo que tú me ordene'
Solo me busca' cuando te conviene, ey (Ey)

Tú ere' la número uno y como tú, no hay dos (Do', yeah)
Con la cama, somos tre', ¿por qué no no' comemo'? (Oh-oh)
Estoy loco de ponerte en cuatro (Eh, eh)
Pero a ti sin cojone', aunque nos queremo' (Jaja)

Nio
Flow La Movie
Yeah-yeah
Goldi
El sonido, ey (Xound)

Llama"
"29","Dynamite","https://www.musixmatch.com/lyrics/BTS/Dynamite","'Cause I, I, I'm in the stars tonight
So watch me bring the fire, and set the night alightShoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum
Rolling on like a Rolling Stone
Sing song when I'm walking home
Jump up to the top, LeBron
Ding-dong, call me on my phone
Ice tea and a game of ping pong

This is getting heavy, can you hear the bass boom? I'm ready (woo-hoo)
Life is sweet as honey, yeah, this beat cha-ching like money, huh
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Hey, so let's go

'Cause I, I, I'm in the stars tonight
So watch me bring the fire, and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa-oh-oh

Bring a friend, join the crowd, whoever wanna come along
Word up, talk the talk, just move like we off the wall
Day or night, the sky's alight, so we dance to the break of dawn (hey)
Ladies and gentlemen, I got the medicine
So you should keep ya eyes on the ball, huh

This is getting heavy, can you hear the bass boom? I'm ready (woo-hoo)
Life is sweet as honey, yeah, this beat cha-ching like money, huh
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Let's go

'Cause I, I, I'm in the stars tonight
So watch me bring the fire, and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa-oh-oh

Dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite
Dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa-oh-oh

Dyn-na-na-na, na-na, na-na, ayy
Dyn-na-na-na, na-na, na-na, ayy
Dyn-na-na-na, na-na, na-na, ayy
Light it up like dynamite
Dyn-na-na-na, na-na, na-na, ayy
Dyn-na-na-na, na-na, na-na, ayy
Dyn-na-na-na, na-na, na-na, ayy
Light it up like dynamite

'Cause I, I, I'm in the stars tonight
So watch me bring the fire, and set the night alight
Shining through the city with a little funk and soul
So I'ma light it up like dynamite

(This is ah) 'Cause I, I, I'm in the stars tonight
So watch me bring the fire, and set the night alight (alight, oh)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, woah-oh-oh (light it up like dynamite)

Dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite (life is dynamite)
Dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite (oh)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa-oh-oh"
"30","The Business","https://www.musixmatch.com/lyrics/Ti%C3%ABsto-7/The-Business","Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like thisSo let's get down, let's get down to business

Mama please don't worry 'bout me
'Cause I'm about to let my heart speak
My friends keep telling me to leave this
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business

Back and forth, back and forth with the bullshit
I know I said it before, I don't mean it
It's been a while since I had your attention
So it might hurt to hear this

(Ooh, yeah, yeah)
Dreams we have don't ever fall away
We can't leave 'em if we stay the same
And I can't do this for another day
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business

Let's get down, let's get down to business (let's get down)
Give you one more night, one more night to get this (get this)
We've had a million, million nights just like this
So let's get down, let's get down to business

Ooh, yeah, yeah"
"31","Dakiti","https://www.musixmatch.com/lyrics/Bad-Bunny-Jhay-Cortez/Dakiti","Baby, ya yo me enteré, se nota cuando me ve′
Ahí, donde no has llega'o, sabes que yo te llevaré
Y dime, ¿qué quieres beber?, es que tú eres mi bebé¿Y de nosotros quién va a hablar, si no nos dejamos ver?

Y a vece′ e' Dolce, a vece' Bulgari
Cuando te lo quito después de lo′ party
Las copa′ de vino, las libra' de mari′
Tú estás bien suelta, yo de safari

Tú muevе' el culo fenomenal
Pa′ yo devorarte como animal
Si no te ha' veni′o, yo te vo' a esperar
En mi cama, y lo vo' a celebrar

Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tira′, vamo′ a nadar en lo hondo

Si e' por mí, te lo pongo
De septiembre hasta agosto
A mí sin cojone′, lo que digan tu' amiga′

Ya yo me enteré, se nota cuando me ve'
Ahí, donde no has llega′o, sabes que yo te llevaré
Dime, ¿qué quieres beber?, es que tú eres mi bebé
¿Y de nosotros quién va a hablar, si no nos dejamos ver? (¿Me sigue'?)

Mami, me tiene' juquea′o, sí
Si fuera′ la Uru, me tuviese' parquea′o
Dando vuelta' por condado, contigo siempre arrebata′o

Tú no ere' mi señora, pero
Toma 5000, gástalo en Sephora
Louis Vuitton, ya no compra en Pandora
Como piercing, a los hombre′ perfora, eh-eh-eh

Hace tiempo le rompieron el cora' (el cora')
Estudiosa, puesta pa′ ser doctora (doctora)
Pero (pero) le gustan los títere′ wheeleando motora (motora)
Yo estoy pa' ti la′ 24 hora'

Baby, a ti no me opongo
Y siempre te lo pongo (siempre te lo pongo)
Y si tú me tira′, vamo' a nadar en lo hondo (nadar en lo hondo)

Si es por mí, te lo pongo
De septiembre hasta agosto
Y a mí, sin cojone′, lo que digan tu' amiga'

Ya yo me enteré, se nota cuando me ve′
Ahí donde no has llega′o sabes que yo te llevaré
Y dime, ¿qué quieres beber?, e' que tú eres mi bebé
¿Y de nosotros quién va a hablar, si no nos dejamos ver?

Y a vece′ e' Dolce, a vece′ Bulgari
Cuando te lo quito despué' de lo party
La′ copa' de vino, las libra' de mari′
Tú estás bien suelta, yo de safari

Tú mueve′ el culo fenomenal
Pa' yo devorarte como animal
Si no te ha′ veni'o, yo te vo′ a esperar
En mi cama y lo vo' a celebrar"
"32","2/Catorce","https://www.musixmatch.com/lyrics/Rauw-Alejandro/2-Catorce","Yeah-yeah-yeah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, yeah
Yeah-yeah
Ra-RauwQué rico tener que desnudarte
No tengo que hacer mucho pa' calentarte
Yo sólo te miré y tú me entendiste
Cuando las gana' insisten no se pueden aguantar

Baby, ya estamo' solos
Nadie molesta
Cómo me miran tus ojos
La bellaquera revienta

Baby, hoy te voy a chingar
Y al oído va' a gritarme
Que siempre me va' amar
Y que soy el dueño 'e to'a tus parte'
Hoy te voy a chingar
Voy a hacer que nunca pueda' olvidarme
Tú y yo nos vamo' a matar
Y hasta que te venga' no voy a quitarme, yeah, yeah-yeah

Esa lencería te queda divina
Íbamo' pa'l cuarto y nos quedamo' en la cocina
Perdí la cuenta de to'a las venia'
Pero ninguna como la primera en la piscina
Qué suerte que soy yo el que puede comerte
¿Qué hice para merecerte?
Cada día que pasa lo que siento es má' fuerte
Sólo quiero verte
Pero lo de nosotro', oh-oh
No puede saberse, eh-yeah
Siempre que te vas espero tu retorno
Nos vamo' viral si sacamos la porno

Baby, ya estamo' solos
Nadie molesta
Cómo me miran tus ojos
La bellaquera revienta

Baby, hoy te voy a chingar
Y al oído va' a gritarme
Que siempre me va' amar
Y que soy el dueño 'e to'a tus parte'
Hoy te voy a chingar
Voy a hacer que nunca pueda' olvidarme
Tú y yo nos vamo' a matar
Y hasta que te venga' no voy a quitarme, yeah, yeah-yeah

Qué rico tener que desnudarte
No tengo que hacer mucho pa' calentarte
Yo sólo te miré y tú me entendiste
Cuando las gana' insisten no se pueden aguantar

Baby, ya estamo' solos
Nadie molesta
Cómo me miran tus ojos
La bellaquera revienta

(Baby, hoy te voy a chingar)
Ey, ajá
Dice, Ra-Rauw Alejandro (Me va' amar)
OMI (Hay dos catorce y-)
Esta canción la hice pa' ti
Tú ya sabe' quién ere' (Tú y yo nos vamo' a matar)
Ey, ey
Duars Entertainment
Con los fuckin' sensei, haha"
"33","hope ur ok","https://www.musixmatch.com/lyrics/Olivia-Rodrigo/hope-ur-ok","I knew a boy, once when I was small
A towhead blond with eyes of salt
He played the drum in the marching bandHis parents cared more about the Bible
Than being good to their own child
He wore long sleeves 'cause of his dad

And somehow, we fell out of touch
Hope he took his bad deal and made a royal flush
Don't know if I'll see you again someday
But if you're out there
I hope that you're okay

My middle school friend grew up alone
She raised her brothers on her own
Her parents hated who she loved
She couldn't wait to go to college
She was tired 'cause she was brought into a world
Where family was merely blood

Does she know how proud I am she was created
With the courage to unlearn all of their hatred?
We don't talk much, but I just gotta say
I miss you
And I hope that you're okay

Address the letters to the holes in my butterfly wings
Nothing's forever, nothing's as good as it seems
And when the clouds won't iron out
And the monsters creep into your house
And every door is hard to close

Well, I hope you know how proud I am you were created
With the courage to unlearn all of their hatred
But, God, I hope that you're happier today
'Cause I love you
And I hope that you're okay"
"34","telepatía","https://www.musixmatch.com/lyrics/Kali-Uchis-2/telepat%C3%ADa","¿Quién lo diría?
Que se podía hacer el amor por telepatía
La luna está llena, mi cama vacíaLo que yo te haría
Si te tuviera de frente, la mente, te la volaría
De noche y de día, de noche y de día

You know I'm just a flight away
If you wanted, you can take a private plane
A kilómetros estamos conectando
Y me prendes aunque no me estés tocando
You know I got a lot to say
All these voices in the background of my brain
Y me dicen todo lo que estás pensando
Me imagino lo que ya estás maquinando

¿Quién lo diría?
Que se podía hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente, te la volaría
De noche y de día, de noche y de día

You know that I can see right through you
I can read your mind, I can read your mind
What you wanna do?
It's written all over your face times two
'Cause I can read your mind, I can read your mind
I can hear your thoughts like a melody
Listen while you talk when you're fast asleep
You stay on the phone just to hear me breathe
(On repeat)

¿Quién lo diría?
Que se podía hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente, te la volaría
De noche y de día, de noche y de día

You know I got a lot to say
All these voices in the background of my brain"
"35","Heartbreak Anniversary","https://www.musixmatch.com/lyrics/Giveon/HEARTBREAK-ANNIVERSARY","Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mmm-mmmStill got your things here
And they stare at me like souvenir'
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside, like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?

No
No-no-no
Ooh, nah

I'm building my hopes up
Like presents unopened 'til this day
I still see the messages you read, mmm-mmm
I'm foolishly patient (foolishly patient)
Can't get past the taste of your lips (taste of your lips)
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside, like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?

Of me?
'Cause I think of you, think of you"
"36","Save Your Tears","https://www.musixmatch.com/lyrics/The-Weeknd-3/Save-Your-Tears","Yeah
I saw you dancing in a crowded room
You look so happy when I'm not with youBut then you saw me, caught you by surprise
A single teardrop falling from your eye

I don't know why I run away
I'll make you cry when I run away

You could have asked me why I broke your heart
You could've told me that you fell apart
But you walked past me like I wasn't there
And just pretended like you didn't care

I don't know why I run away
I'll make you cry when I run away

Take me back 'cause I wanna stay
Save your tears for another
Save your tears for another day
Save your tears for another day

So I made you think that I would always stay
I said some things that I should never say
Yeah, I broke your heart like someone did to mine
And now you won't love me for a second time

I don't know why I run away
Oh girl, I make you cry when I run away

Girl, take me back 'cause I wanna stay
Save your tears for another
I realize that I'm much too late
And you deserve someone better
Save your tears for another day (ooh, yeah)
Save your tears for another day (yeah)

I don't know why I run away
I'll make you cry when I run away

Save your tears for another day, ooh girl (ah)
I said save your tears for another day, yeah (ah)
Save your tears for another day (ah)
Save your tears for another day (ah)"
"37","Heat Waves","https://www.musixmatch.com/lyrics/Glass-Animals/Heat-Waves","Last night all I think about is you
Don't stop, baby, you can walk through
Don't wanna but I think about youYou know that I'm never gonna lose

Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a-

Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

Usually I put somethin' on TV
So we never think about you and me
But today I see our reflections clearly
In Hollywood, layin' on the screen
You just need a better life than this
You need somethin' I can never give
Fake water all across the road
It's gone now, the night has come, but

Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

You can't fight it, you can't breathe
You say somethin' so lovin', but
Now I gotta let you go
You'll be better off with someone new
I don't wanna be alone
You know it hurts me too
You look so broken when you cry
One more and then I say goodbye

Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

I just wonder what you're dreamin' of
When you sleep and smile so comfortable
I just wish that I could give you that
That look that's perfectly un-sad
Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Heat waves been fakin' me out

Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror"
"38","Botella Tras Botella","https://www.musixmatch.com/lyrics/Gera-MX-Christian-Nodal/Botella-Tras-Botella","Botella tras botella ando tomando
Pa' olvidarme de ella (pa' olvidarme de ella)
De ella, de ella no más hablo
En todas mis pedas (en todas mis pedas)
A mis compas bien hartos traigo ya (ja, jai)
Me dicen: ""Wey, ya la tienes que superar""

Pero yo no puedo
Pa' ser sinceros, yo ni quiero
Mejor su recuerdo me lo bebo
Los tragos me saben mejor así

Estaba pensando en llamarte
Yo te miro por todas partes
Pero ya no nos vemos
Puede que lo olvidemos
Dos tragos y vuelvo a pensarte
Me aferro, no quiero olvidarte
Sentimientos ajenos
Los celos no son buenos
Y si me llamas, contesto
Aunque nunca va pasar eso (aunque nunca va pasar eso)
Ya mejor ni te molesto
Porque sé que vuelvo a joderlo (a huevo que vuelvo a joderlo)

Y ahora que ando tomando bebida
Me siento triste, ya va amanecer
A veces borracho las penas se olvidan
Pero nunca te dejé de querer
Fuimo' al partido, querida
Todas mi pedas marcandote al cel
Le puse sal a la herida
Como quisiera volver al ayer

Sentimental yo me pongo
Siempre me acuerdo de ti (yo siempre me acuerdo de ti)
Me agarra la depre' seguido
Ya hasta te escribí un CD (ya hasta te escribí un CD)

Botella tras botella vo'a tomarme
Pa' acordarme de ella (pa' acordarme de ella)
De ella, de ella estoy hablando
Como siempre en mis pedas (como siempre en mis pedas)
A mis compas bien hartos traigo ya (ja, jai)
Me dicen: ""Wey, ya la tienes que superar""

Pero yo no puedo
Pa' ser sinceros, yo ni quiero
Mejor su recuerdo me lo bebo
Los tragos me saben mejor así

Estaba pensando en llamarte, yo
Estaba pensando en llamarte, yo
Pero ya no nos vemos
Pero ya no nos vemos
Sentimental yo me pongo
Siempre me acuerdo de ti (yo siempre me acuerdo de ti)
Me agarra la depre' seguido
Ya hasta te escribí un CD (ya hasta te escribí un CD)

Y si amas a alguien, no la dejes ir
Para que no tengas que dedicarle una canción como esta
Paz"
"39","Watermelon Sugar","https://www.musixmatch.com/lyrics/Harry-Styles/Watermelon-Sugar","Tastes like strawberries
On a summer evenin'
And it sounds just like a songI want more berries
And that summer feelin'
It's so wonderful and warm

Breathe me in, breathe me out
I don't know if I could ever go without
I'm just thinking out loud
I don't know if I could ever go without

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar

Strawberries on a summer evenin'
Baby, you're the end of June
I want your belly
And that summer feelin'
Getting washed away in you

Breathe me in, breathe me out
I don't know if I could ever go without

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high

I just wanna taste it, I just wanna taste it
Watermelon sugar high

Tastes like strawberries
On a summer evenin'
And it sounds just like a song
I want your belly
And that summer feelin'
I don't know if I could ever go without

Watermelon sugar high
Watermelon sugar high
Watermelon sugar high (sugar)
Watermelon sugar high (sugar)
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high

I just wanna taste it, I just wanna taste it
Watermelon sugar high
I just wanna taste it, I just wanna taste it
Watermelon sugar high
Watermelon sugar"
"40","Beautiful Mistakes (feat. Megan Thee Stallion)","https://www.musixmatch.com/lyrics/Maroon-5-Megan-Thee-Stallion/Beautiful-Mistakes-Megan-Thee-Stallion","It's beautiful, it's bittersweet
You're like a broken home to me
I take a shot of memoriesAnd black out like an empty street
I fill my days with the way you walk
And fill my nights with broken dreams
I make up lies inside my head
Like one day you'll come back to me

Now I'm not holding on, not holding on
I'm just depressed that you're gone
Not holding on, not holding on

Beautiful mistakes
I make inside my head, she's naked in my bed
And now we lie awake, makin' beautiful mistakes
I wouldn't take 'em back, I'm in love with the past
And now we lie awake, makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, ayy
Makin' beautiful mistakes

It's pitiful, I can't believe
How every day gets worse for me
I take a break, I cut you off
To keep myself from lookin' soft
I fill my nights with the way you was
And still wake up with broken dreams
I make these lies inside my head
Feel like they're my reality

Now I'm not holding on, not holding on
I'm just depressed that you're gone
Not holding on, not holding on

Beautiful mistakes
I make inside my head, she's naked in my bed
And now we lie awake, makin' beautiful mistakes
I wouldn't take 'em back, I'm in love with the past
And now we lie awake, makin' beautiful mistakes

You did me wrong 'cause I let you (let you)

Usually, I like my situations beneficial
Doin' something different, got me lookin' stupid (damn)
The only way I'm comin' back to you is if you're dreaming, lucid

Prove it, if you made a promise then keep it (keep it)
Why you wanna lie and then get mad? I don't believe it (boy, bye)
But really, I was doin' just fine without ya
Lookin' fine, sippin' wine, dancin' on club couches (ah)

Baby, why you wanna lose me like you don't need me? (Don't need me)
Like I don't block you and you still try to reach me (still try to reach me)
How you figure out how to call me from the TV? (Huh?)
You're runnin' outta chances and this time I mean it (ah)

Yeah, bet you miss my love, all in your bed
Now you're stressin' out, pulling your hair
Smelling your pillows and wishin' I was there
Slidin' down the shower wall, lookin' sad
I know it's hard to let go, I'm the best
Best you ever had and best you gon' get
And if we break up, I don't wanna be friends, you're toxic

Beautiful mistakes
I make inside my head, she's naked in my bed
And now we lie awake, makin' beautiful mistakes
I wouldn't take 'em back, I'm in love with the past
And now we lie awake, makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, yeah, yeah (oh)
Makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, ayy
Makin' beautiful mistakes

Nah-nah-nah
Nah-nah-nah (ooh)
Nah-nah-nah"
